epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
18,0.87640625,0.8762865,0.39718911074101926,0.85875,0.8247829,0.43039255201816556
19,0.88078123,0.8787296,0.3953008984774351,0.864375,0.82295436,0.42538235381245615
20,0.88140625,0.88062215,0.39430824749171733,0.86,0.8303357,0.42295867651700975
21,0.8801563,0.88482726,0.39258746288716795,0.87125,0.81602186,0.43205652862787247
22,0.8829687,0.8863984,0.3910822319239378,0.866875,0.8422492,0.41301359593868253
23,0.88375,0.89194995,0.3874610922113061,0.87,0.82398236,0.43189883753657343
24,0.8840625,0.88957214,0.3885849917307496,0.850625,0.82553047,0.43539164930582047
25,0.88109374,0.8917372,0.3875113927945495,0.8725,0.83710736,0.4147551642358303
26,0.88234377,0.89746374,0.38486169211566446,0.858125,0.8417973,0.42604250013828276
27,0.886875,0.89684606,0.38296581618487835,0.855,0.8225419,0.4433894681930542
28,0.8879688,0.8976314,0.38335434392094614,0.839375,0.8364735,0.45038313150405884
29,0.8875,0.90049565,0.3812651923298836,0.865625,0.83657366,0.4136538979411125
30,0.88484377,0.90181124,0.38231539849191903,0.86375,0.84314233,0.42417518675327304
31,0.88140625,0.8993593,0.38334224320948124,0.875,0.8346268,0.41220973163843155
0,0.9154568,0.96459013,0.33081344323204065,0.86875,0.8414834,0.4159837956726551
1,0.91646194,0.96418726,0.2996759986288984,0.8675,0.84062976,0.4108036130666733
2,0.91869557,0.96707785,0.28650418479766915,0.865,0.84810054,0.4109443193674088
3,0.9208175,0.96461767,0.28860716321038593,0.870625,0.84306496,0.41200035601854323
4,0.9231628,0.96754205,0.28393159942193463,0.873125,0.84542876,0.41335036799311636
5,0.91947734,0.9672124,0.28575737959762915,0.863125,0.8454651,0.4160593366622925
6,0.92472637,0.9686163,0.28334040897537455,0.86625,0.83637047,0.4208040688931942
7,0.9231628,0.9684296,0.28310098445972004,0.869375,0.83301485,0.42014965653419495
8,0.9260666,0.96914494,0.28200015548166485,0.83625,0.8019688,0.4493786880373955
9,0.92573154,0.9697489,0.2827327911385687,0.86,0.83496636,0.4284151867032051
10,0.9233862,0.9676068,0.28372578440379265,0.874375,0.82393533,0.4193261061608791
11,0.92573154,0.96937156,0.2820050204595019,0.869375,0.8410285,0.41980319723486903
12,0.92997545,0.9724215,0.27903544041416545,0.8675,0.8434668,0.4188322402536869
13,0.9270717,0.9698063,0.28093494324445034,0.855625,0.8418246,0.4186972226202488
14,0.9276301,0.97056305,0.28027600472011227,0.86,0.8301415,0.42279228135943414
15,0.9291937,0.9713305,0.27897788440113436,0.866875,0.8390893,0.4331980039179325
16,0.92684835,0.970562,0.28043685856476835,0.86625,0.8366009,0.4189628341794014
17,0.9262899,0.9712404,0.2796915328366857,0.870625,0.8168027,0.42775342032313346
18,0.9252848,0.96928716,0.2805828969540382,0.84875,0.83067524,0.4334681862592697
19,0.9283002,0.97083944,0.27993115630963566,0.863125,0.83138186,0.4208693906664848
20,0.9261782,0.9707232,0.2795644229494729,0.825625,0.8302037,0.4597430142760277
21,0.92483807,0.9704827,0.27980273550965834,0.868125,0.83030534,0.4359259819984436
22,0.92796516,0.9696545,0.27991051391775595,0.8775,0.79605514,0.43956566229462624
23,0.9301988,0.97070456,0.2789165206538105,0.855,0.8283751,0.42622846767306327
24,0.93098056,0.97258526,0.27702460067730705,0.858125,0.8362629,0.42713657110929487
25,0.9272951,0.9741212,0.2765631707672671,0.85875,0.8257746,0.430612400919199
26,0.9295287,0.97552186,0.2745968478117933,0.865625,0.83366084,0.4249645918607712
27,0.93187404,0.97551805,0.27491817197177676,0.870625,0.8241704,0.44186256840825083
28,0.93421936,0.9784596,0.2717053484365507,0.854375,0.8252773,0.4327167782187462
29,0.93790483,0.97810227,0.27122635276343693,0.86,0.8374834,0.42721410781145097
30,0.93500113,0.9787656,0.2704589119015034,0.874375,0.8315046,0.44855672180652617
31,0.9374581,0.9810288,0.2683769199420545,0.870625,0.82588977,0.4426334102451801
0,0.922046,0.96732193,0.2864254923279008,0.86875,0.84760016,0.4125359934568405
1,0.9232745,0.9677248,0.28602773378490204,0.86875,0.84723175,0.4112232719361782
0,0.6416104,0.5241037,0.6652831336307953
